442A	¡Que no es menester que venga tan peinada y reluciente como de costumbre! ¡Que de todos modos la detestaré con mis cinco sentidos!	# Pedro A de Alarcon
443S	Se llama nostalgia, y sirve para recordarnos que, por suerte , también somos frágiles.	# Cesare Pavese
444L	Se habla sin cesar contra las pasiones.	# Denis Diderot
445S	Un libro, como un viaje, se comienza con inquietud y se termina con melancolía.	# José Vasconcelos
446A	Dios mismo estaba ahí apretando en su puño la vida, agarrando la tierra entre sus dedos gruesos, entre sus descomunales dedos de encina y de rabia.	# José Revueltas
447S	—¡No! ¡No me habléis de eso! ¡No me lo recordéis! Su exclamación expresaba tanto dolor, que Darnay se calló.	# Charles Dickens
448L	Sirenita, sirenita, yo te quiero. Seamos novios, porque estoy enamorado de ti.	# Oscar Wilde
449F	No es un sueño sino una pesadilla lo que se apodera de mí.	# Guy de Maupassant
450A	Aquí, el sexo no tiene nada que ver con el placer, sólo con el odio.	# Laura Esquivel
451L	Al amor no lo consume el fuego, ni el agua puede apagarlo.	# Oscar Wilde
452H	Generalmente ganamos la confianza de aquéllos en quienes ponemos la nuestra.	# Tito Livio
453H	Pronto, sin embargo, exhaló un suspiro, porque pasaba por delante de aquella Reserva donde tan feliz había sido aquella misma mañana, antes de su prisión.	# Alexandre Dumas
454HL	Se me acercó con calma amenazante y caminó a mi alrededor mirándome de pies a cabeza, sonriendo. Era un moreno alegre y buenmozo que causaba estragos entre las mujeres jóvenes.	# Isabel Allende
455A	Todas las puertas cerradas en nombre de Dios. Toda la locura y la terquedad del mundo en nombre de Dios.	# José Revueltas
456AF	Habían matado a dos soldados, y herido a otros tres, sus propios camaradas, en el ardor de la caza y el espanto de aquella persecución nocturna.	# Guy de Maupassant
457S	La experiencia es la suma de nuestros desengaños.	# Paul Auguez
458LS	Es tan corto el amor, y es tan largo el olvido.	# Pablo Neruda
459L	¡Para amar lo suficiente, hay que amar demasiado!	# Antoine de Rivarol
460H	Las cuatro condiciones para la felicidad: el amor de una mujer, la vida al aire libre, la ausencia de toda ambición y la creación de una belleza nueva.	# Edgar Allan Poe
461HS	¿Hasta cuándo vamos a seguir creyendo que la felicidad no es más que uno de los juegos de la ilusión?	# Julio Cortazar
462F	Siempre tuve miedo al futuro, porque en el futuro, entre otras cosas, está la muerte.	# Ernesto Sabato
463LS	Un momento después me preguntó si la amaba. Le contesté que no tenía importancia, pero que me parecía que no. Pareció triste.	# Albert Camus
464LAH	¡Oh, si yo no lo quisiese, no me alegraría tanto por su odio!	# Fiodor Dostoievski
465L	Ama, porque no hya nada mejor para la salud que un amor correspondido.	# Vinicius de Moraes
466FS	Rumores ambos lúgubres y fatídicos, muy tristes de escuchar desde la cabecera de un militar herido y casi muerto.	# Pedro A de Alarcon
467A	Su odio desaparecía ante el ascendiente de Mercedes.	# Alexandre Dumas
468F	La desesperación es ya en sí una especie de suicidio.	# Wallace Stevens
469H	El tiempo es un gran maestro que arregla muchas cosas.	# Pierre Corneille
470H	Me sentía apaciguada y contenta.	# Isabel Allende
471F	Le expliqué que no estaba desesperado. Simplemente tema miedo, era bien natural.	# Albert Camus
472F	Todo está lleno de ratas. Las tenemos hasta en la cocina de nuestro hotel. Hay partes de Londres en que se encuentran por todos lados.	# George Orwell
473H	De nuevo estaba rendido. Un agradable cansancio me recorría el cuerpo.	# Juan Manuel Torres Moreno
474A	Después de unos instantes cerró los puños iracunda: Debería haber sido mío —murmuró—, soy tan hermosa como ella.	# Oscar Wilde
475HS	El dolor de la separación no es nada comparado con la alegría de reunirse de nuevo.	# Charles Dickens
476F	Los peores embusteros son nuestros propios temores.	# Rudyard Kipling
477H	El capitán y el cazador se habían mirado con una alegre sorpresa.	# Alexandre Dumas
478LS	Si realmente me quisiera un poco, habría venido a buscarme, me hubiera llevado de aquí a la fuerza...	# Oscar Wilde
479L	Se ama sin razón y se olvida sin motivo.	# Alphonse Karr
480L	Pero esta fuerza, este ardor, este poder sobrehumano los emplearé únicamente en amaros hasta el día en que me digáis que los emplee en servicio vuestro.	# Alexandre Dumas
481H	Todos continuaron alegremente en sus ocupaciones, unos sirviendo helados, otros tocando la batería y los tambores y ella bailando mambo sobre una mesa.	# Isabel Allende
482A	Se espera que hasta el más humilde de los miembros del Partido sea competente, laborioso e incluso inteligente, pero siempre es preciso que sea un fanático ignorante y crédulo en el que prevalezca el miedo, el odio, la adulación y una continua sensación orgiástico de triunfo.	# George Orwell
483F	Miedo a la vida. Por la forma en que las cosas más pequeñas me impresionan, me pregunto qué tipo de dolor me depara el futuro.	# Jules Renard
484A	Vamos a la orilla, y allí te contaré mi historia, y entonces comprenderás por qué odio a los gatos y a los perros.	# Lewis Carroll
485A	Entonces, mañana... pasado mañana o cualquier a de estos... podré tenerlo bajo mis puños y aplastarlo contra el suelo.	# Guy de Maupassant
486F	Todos los hombres tienen miedo. El que no tiene miedo no es normal. No tiene nada que ver con el coraje.	# Jean Paul Sartre
487F	La muerte está sobre nosotros.	# Guy de Maupassant
488S	El tiempo pasa y las hojas caen. Todos los años envejece uno un poco más. Los árboles también.	# Juan Manuel Torres Moreno
489L	Me encanta verte y hacerte mío sólo con verte aunque sea de lejos.	# Julio Cortazar
490FA	Pero ahora no se podía sentir amor puro o deseo puro. Ninguna emoción era pura porque todo estaba mezclado con el miedo y el odio.	# George Orwell
491H	De vez en cuando es bueno parar de buscar la felicidad y simplemente ser feliz.	# Guillaume Apollinaire
492LH	Ese encuentro fue tan definitivo para los dos, que pudo haber sido una ceremonia solemne, pero en cambio resultó alegre y risueño.	# Isabel Allende
493F	Prefiero a la gente que tiene miedo de la muerte de los demás: es una prueba de que saben vivir.	# Jean Paul Sartre
494H	No hay más que una manera de ser feliz: vivir para los demás.	# Leon Tolstoi
495HS	La dicha no es más que sueño, y el dolor la realidad.	# Voltaire
496LS	Heme aquí suspirando como el que ama y se acuerda y está lejos.	# Rosario Castellanos
497H	La felicidad no es un ideal de la razón, sino de la imaginación.	# Immanuel Kant
498F	No temas ni a la prisión, ni a la pobreza, ni a la muerte. Teme al miedo.	# Giacomo Leopardi
499F	No se trata de sustos. Parece que te van a matar de a de veras.	# Juan Rulfo
500L	Amar es este tímido silencio cerca de ti, sin que lo sepas, y recordar tu voz cuando te marchas y sentir el calor de tu saludo.	# Salvador Novo
501F	Sin embargo, el recuerdo de ese intervalo estaba lleno de horror, horror más horrible por ser vago, terror más terrible por ser ambiguo.	# Edgar Allan Poe
502F	Lo que pasa con estos muertos viejos es que en cuanto les llega la humedad comienzan a removerse. Y despiertan.	# Juan Rulfo
503A	La gente no tendrá tiempo para ti si siempre estas enojado o quejándote.	# Stephen Hawking
504LS	Quizás el sufrimiento y el amor tienen una capacidad de redención que los hombres han olvidado o, al menos, descuidado.	# Martin Luther King
505S	¡Ah! La vida es terrible. Ella es la que nos gobierna, y no nosotros a ella.	# Oscar Wilde
506S	La triste sonrisa de la pobrecilla afectó tanto a Carton, que por sus mejillas resbalaron algunas lágrimas.	# Charles Dickens
507FS	Su cara era, como de costumbre, de una palidez cadavérica.	# Edgar Allan Poe
508L	Ya te diré todo, Arturo. Pero quiéreme como me querías antes.	# Oscar Wilde
509L	Allí se lo contó todo: sus amores con la prisionera, sus juramentos de fidelidad, y cómo cada noche, desde que estaban en aquellos alrededores, se daban cita en unas ruinas.	# Alexandre Dumas
510A	Dios se había acumulado en las entrañas de los hombres como sólo puede acumularse la sangre, y salía en gritos, en despaciosa, cuidadosa, ordenada crueldad.	# José Revueltas
511F	Y el estanque profundo y fétido, situado a mis pies, se cerró tétrica y silenciosamente sobre los restos de la Casa de Usher.	# Edgar Allan Poe
512L	Tus labios apretados, duros como si mordieran oprimidos mis labios.	# Juan Rulfo
513HS	-Estás triste -dijo el caballero con voz inquieta-déjame que te cante una canción que te alegre.	# Lewis Carrol
514S	La muerte no llega con la vejez, sino con el olvido.	# Gabriel García Márquez
515H	La felicidad en el matrimonio depende enteramente de la suerte.	# Jane Austen
516LS	-Por lo demás, ni ella me quiere, ni yo la merezco, ni hay para qué hablar de este asunto.	# Pedro A de Alarcon
517F	Y de pronto, me despierto enloquecido y cubierto de sudor.	# Guy de Maupassant
518S	La risa exige bondad, y la gente ríe la mayoría de las veces malignamente.	# Fiodor Dostoievski
519L	Te amé sin que yo lo supiera, y busqué tu memoria.	# Pablo Neruda
520S	Me sentía solo, abandonado; mi casa me pare­ció silenciosa como nunca.	# Guy de Maupassant
521A	Y dejando que Danglars diera rienda suelta a su odio inventando alguna calumnia contra su camarada, sigamos a Dantés.	# Alexandre Dumas
522L	-¿Irás a verme a la ciudad? Prométeme que irás pronto y haremos el amor otra vez.	# Isabel Allende
523L	Un corazón amoroso es mejor y más fuerte que la sabiduría.	# Charles Dickens
524A	¿Usted?... ¡Canalla! ¡No saldré de esta casa sin registrar hasta el último rincón.	# Oscar Wilde
525L	Amamos a un ser mortal como si fuese inmortal.	# Octavio Paz
526H	Estar sin algunas de las cosas que quieres es una parte indispensable de la felicidad.	# Bertrand Russell
527F	La existencia no es más que un episodio de la nada.	# Arthur Schopenhaue
528H	Regreso restablecido. El viaje ha sido delicioso.	# Guy de Maupassant
529AL	Matamos lo que amamos. Lo demás no ha estado vivo nunca.	# Rosario Castellanos
530F	En este instante la Muerte colocó su mano pálida sobre la cabeza de la enferma, y dijo: -Concluye, Gil: concluye.... que la hora eterna se aproxima.	# Pedro A de Alarcon
531H	Cuando no estamos seguros, estamos vivos.	# Graham Greene
532FS	El dolor es para la humanidad un tirano más terrible que la misma muerte.	# Albert Schweitzer
533H	Es hermoso lo que conviene a la inteligencia y es feo lo que la repugna.	# Averroes
534HL	Solo hay una felicidad en esta vida; amar y ser amado.	# George Sand
535F	El dolor es un horror que fascina.	# Aldous Huxley
536H	Las amistades deben ser inmortales; las enemistades, mortales.	# Tito Livio
537FS	El mundo nunca está contento, si lo estará alguna vez, tan cierta tiene la muerte.	# José Saramago
538A	Le lanzó una mirada cargada de tanto odio, que el hombre se volvió hacia él como atraído por un fluido ardiente.	# Alexandre Dumas
539S	Nadie sabe cuánto puede durar un segundo de sufrir.	# Graham Greene
540L	Yo no ando con mujeres. Pero se quedó y hasta tarde estuvimos mostrándonos cicatrices, intercambiando confidencias, conociéndonos, iniciando así la larga relación que nos conduciría después por los caminos de la amistad y el amor.	# Isabel Allende
541H	No hay medicina que cure lo que no cura la felicidad.	# Gabriel García Márquez
542S	Cuán egoísta he sido! —exclamó—. Ahora sé por qué la Primavera no quería venir hasta aquí.	# Oscar Wilde
543H	Incluso las injurias rabiosas de Tatiana Pavlovna me parecían divertidas y graciosas, y no me enfadaban lo más mínimo.	# Fiodor Dostoievski
544A	Ante la muerte, lo que se espera de la naturaleza es que los rencores pierdan su fuerza y su veneno, cierto es que se dice que odio viejo no cansa.	# José Saramago
545A	El desprecio y el odio son quizás los escollos más importantes que deben evitar los príncipes.	# Maquiavelo
546L	Si deseas ser amado, ama.	# Séneca
547A	Lo que empieza en cólera acaba en vergüenza.	# Benjamin Franklin
548S	Los ojos del Príncipe Feliz estaban arrasados de lágrimas, que corrían sobre sus mejillas de oro.	# Oscar Wilde
549S	Desde que uno debe morir, es evidente que no importa cómo ni cuándo.	# Albert Camus
550A	¡Ah! Si con una gota de poesía o de amor pudiéramos aplacar el odio del mundo...	# Pablo Neruda
551H	Si alguna alegría hay en el mundo la tiene seguramente el hombre de corazón puro.	# Thomas De Kempis
552LH	Yo sabía que él estaba hambriento de amor, de ternura, de justicia, de alegría, de todo.	# Isabel Allende
553A	El odio es el invierno del corazón.	# Victor Hugo
554H	El más grande secreto para la felicidad es estar bien consigo mismo.	# Bernard Le Bouvier de Fontenelle
555H	Se dirigía al boliche del Negro a comer algo solo en una mesa del rincón pensando en la hora de felicidad que acababa de vivir sobre el escenario.	# Isabel Allende
556H	La muerte es un remedio soberano para todos los males.	# Ernest Hemingway
557A	Son odios de antiguas familias, por altas razones de principios. En nuestra época, se escupe a todos los principios; en nuestra época, no hay ya principios, sino únicamente casos particulares.	# Fiodor Dostoievski
558H	Volví a entrar en la casa, presa de una excitación espantosa, y, no sé por qué, de un humor muy alegre, aunque muy turbio.	# Fiodor Dostoievski
559H	Cada edad, desde la infancia hasta la vejez, tiene en cada uno de los hombres su propia hermosura.	# San Agustin
560F	El miedo no puede prescindir de la esperanza, ni la esperanza del miedo.	# Baruch Spinoza
561F	Su solo recuerdo la horrorizaba, como algo atroz que la hubieran obligado a cometer.	# Horacio Quiroga
562F	Quizá todos tienen miedo de los demás en este condenado mundo.	# John Steinbeck
563A	-¡Vamos, niña! ¡Enséñame tu billete! -insistió el inspector mirando enojado a Alicia.	# Lewis Carrol
564A	Hace mucho tiempo, mucho tiempo, que le odio. ¡No era el mismo hombre de otros tiempo, no, mil veces no...!	# Fiodor Dostoievski
565F	No hay que temer a los que tienen otra opinión, sino a aquellos que son demasiado cobardes para manifestarla.	# Marlene Dietrich
566F	De inmediato, estallaron otras ventanas, y pude ver que toda la planta baja de mi casa ya no era más que un espantoso brasero.	# Guy de Maupassant
567F	El primer requisito de la inmortalidad es la muerte.	# Stanisław Lem
568HS	Más tarde te darás cuenta de la felicidad que tenías.	# Albert Camus
569S	Ya sabe usted que le tengo una sincera simpatía. Pero se la perdería en absoluto si me convenciese de que es usted como la mayoría de los hombres.	# Oscar Wilde
570A	El odio se refleja en aquellos que lo crearon.	# Beethoven
571A	Mistress Erlynne es mala... Todo lo mala que una mujer puede ser.	# Oscar Wilde
572F	Éste se calló en seguida, y nos quedamos sumidos en un silencio aún más terrorífico.	# Guy de Maupassant
573H	Quien conserva la facultad de ver la belleza no envejece.	# Franz Kafka
574A	Nada le impide dejar atrás para siempre un exilio odioso y un pasado turbio.	# Eduardo Mendoza
575AF	Con el tiempo odiamos lo que a menudo tememos.	# William Shakespeare
576S	Todo estaba triste. Las aceras mojadas relu­cían.	# Guy de Maupassant
577LS	Ningún lugar en la vida es más triste que una cama vacía.	# Gabriel García Márquez
578S	Realmente, puede decirse que mi padre murió de pena.	# Oscar Wilde
579AS	La guerra no es más que un asesinato en masa, y el asesinato no es progreso.	# Alphonse de Lamartine
580H	La verdadera felicidad cuesta poco; si es cara, no es de buena clase.	# François-René de Chateaubriand
581SF	Pero ¿Quién ha dicho que sólo pueden hacernos sufrir los malvados?	# Ernesto Sabato
582A	No hablemos más, ni ahora ni nunca, del indigno viejo...	# Pedro A de Alarcon
583L	Tengo la boca llena de ti, de tu boca.	# Juan Rulfo
584A	Cuando me despertaba por las mañanas, tropezaba en seguida con las burlas y el desdén de los chiquillos; a uno de ellos se le antojó pegarme y obligarme a que le limpiase los zapatos.	# Fiodor Dostoievski
585H	He disfrutado mucho con esta obra de teatro. Especialmente en el intermedio.	# Groucho Marx
586F	El mal que había llevado a la tumba a lady Madeline en la plenitud de su juventud había dejado la burla de una débil coloración sobre el seno y el rostro, y en los labios, esa sonrisa equívoca y morosa que es tan terrible en la muerte.	# Edgar Allan Poe
587H	La alegría no produce buenas historias.	# Jean Luc Goddard
588L	La razón se hace adulta y vieja; el corazón permanece siempre niño.	# Ippolito Nievo
589HS	¡Qué importa lo feliz que seas cuando no tienes ninguna alegría!	# Jules Renard
590H	La alegría es la piedra filosofal que todo lo convierte en oro.	# Benjamin Franklin
591L	Creo que no hay nada más artístico que amar verdaderamente a la gente.	# Vincent Van Gogh
592A	¡Siempre el hedor de las mujeres! ¡Cómo las odio!	# George Orwell
593HS	En fin, ¿se le acusa de haber enterrado a su madre o de haber matado a un hombre?. El público rió.	# Albert Camus
594H	—Señor Roedor —dijo la señorita Pross con los ojos encarnados por haber llorado de felicidad— yo estoy dispuesta. Si queréis podemos salir.	# Charles Dickens
595L	Ella es sagrada para mí. En su presencia desaparecen todas las penas, confusiones, fantasías.	# Ugo Foscolo
596S	¡Miseria humana! A todo se acostumbra uno.	# Fiodor Dostoievski
597F	No tengas miedo de la perfección, nunca la alcanzarás.	# Salvador Dalí
598S	El mar es dulce y hermoso, pero puede ser cruel.	# Ernest Hemingway
599A	Sólo el egoísmo y el odio tienen una patria; la Fraternidad no tiene ninguna.	# Lamartine
600H	Hijo mío, la felicidad está hecha de pequeñas cosas: Un pequeño yate, una pequeña mansión, una pequeña fortuna.	# Groucho Marx
601A	El hombre que ha perdido la aptitud de borrar sus odios esta viejo, irreparablemente.	# José Ingenieros
602LS	Le compadezco, y esto es un mal indicio para el amor.	# Fiodor Dostoievski
603H	No se sale adelante celebrando éxitos, sino superando fracasos.	# Pericles
604S	Una tibieza de lluvia, una de esas tibiezas que producen estremecimientos crispadores, una tibieza pesada, una humedad impalpable, oscureciendo la luz de los faroles de gas, lo envolvía todo.	# Guy de Maupassant
605A	No podía estar tranquilo: era un terrible fracaso encontrarse desde el primer momento tan cobarde y tan torpe; era terriblemente curioso y sobre todo odioso: tres impresiones a la vez.	# Fiodor Dostoievski
606A	No la odiaba, aunque odiaba al muchacho por el que lloraba.	# Charles Dickens
607F	La muerte de una mujer hermosa es, sin duda, el tema más poético del mundo.	# Edgar Allan Poe
608A	—No sólo mataré —dijo—, sino que me dejaré matar por la ciudadana Geneviève. —Gracias; ahora, escucha: este apartamento me es odioso y no quiero volver a él si no la encuentro.	# Alexandre Dumas
609F	Entonces no me asusta­ba poco ni mucho abrir las puertas en la oscuridad.	# Guy de Maupassant
610F	Y, sin embargo, tengo la certeza de que mi temor es infundado.	# Guy de Maupassant
611F	El día de mi nacimiento, mi muerte comenzó su caminata. Camina hacia mí, sin prisa.	# Jean Cocteau
612L	Y como vos también habéis amado, dejad que por mí hable el amor que sentisteis.	# Charles Dickens
613A	Si los hombres se odian, nada se puede hacer.	# José Saramago
614H	Sólo tú eres toda mi alegría, toda mi felicidad, toda mi vida; sólo valgo por ti y para ti.	# Victor Hugo
615A	Sigue, pues, sigue cuchillo, volando, hiriendo.	# Miguel Hernández
616F	El fracaso es también una forma de muerte.	# Graham Greene
617S	El que se va se lleva su memoria, su modo de ser río, de ser aire, de ser adiós y nunca.	# Rosario Castellanos
618LHS	Mercedes cogió las manos de Fernando con un impulso que éste tuvo por amor, no siendo sino de alegría, por verse ya en el mundo menos sola y con un amigo, tras tantas horas de solitaria tristeza.	# Alexandre Dumas
619H	Estudiaba mucho, dormía poco, soportaba fácilmente la fatiga y era de carácter alegre.	# Charles Dickens
620A	‑¡Un enemigo! ‑exclamó Mercedes dirigiendo una mirada de odio a su primo.	# Alexandre Dumas
621F	El verdugo rodó por tierra, y al levantarse sus dientes castañeteaban de terror.	# Oscar Wilde
622S	Entró en la sacristía, se echó en un rincón, y allí lloró de pena y de tristeza hasta agotar sus lágrimas.	# Juan Rulfo
623H	Nos callamos y María seguía sonriendo.	# Albert Camus
624S	En todo caso es mejor morir tratando de escapar, que morir sin luchar.	# Isabel Allende
625A	Iván tiene dos caminos: o elevarse a la luz de la verdad, o sucumbir al odio, vengándose de si mismo y de los demás por haber servido a una causa en la que no creía.	# Fiodor Dostoievski
626L	El amor es un arte que nunca se aprende y siempre se sabe.	# Benito Pérez Galdós
627F	Con bajos murmullos me contaban que el suelo de la vieja casa en la que murió el padre de mi padre estaba manchado por su propia sangre, que él mismo se había provocado en su furiosa locura.	# Charles Dickens
628F	Que se levante la tormenta, que caiga la noche; ¿qué es más temible, el peligro o el miedo al peligro? Prefiero la realidad, el peligro mismo.	# Vincent Van Gogh
629F	Nada en la vida debe ser temido, solamente comprendido.	# Marie Curie
630AF	El temor que siempre le tuvo acabó por paralizarla, no pudo dar salida a su odio y éste la derrotó.	# Isabel Allende
631L	Comprender es una palabra viva y la carne de esa palabra es amor.	# Henri Barbusse
632HS	Triste puedo estar solo: para estar alegre, necesito compañía.	# Elbert Hubbard
633L	Amarse a uno mismo es el principio de una historia de amor eterna.	# Oscar Wilde
634F	Una fe como una guillotina, tan pesada, tan ligera.	# Franz Kafka
635F	Tengo miedo al miedo; me infunden miedo las perturba­ciones de mi espíritu.	# Guy de Maupassant
636A	La razón está a menudo entre la risa y la ira.	# Antoine de Rivarol
637H	Creo que la vida debe ser una fiesta continua.	# Salvador Dalí
638F	Un paseante que mira fijamente la hiedra trepadora, los árboles, los hongos de la humedad del jardín, las ventanas condenadas y que adivina el horror que quizás se oculta entre los cuartos de la casa.	# Juan Manuel Torres Moreno
639H	Hay momentos en los que todo va bien: no te asustes, no duran.	# Jules Renard
640F	No, no podía acostumbrarse a la idea de que lo mataran.	# Juan Rulfo
641H	El pato es feliz en su sucio charco porque no conoce el mar.	# Antoine de Saint-Exupéry
642S	Cada uno somos un desierto.	# François Mauriac
643L	Pero ya sabe usted que quien ama no recuerda largo tiempo el agravio.	# Fiodor Dostoievski
644L	Vine porque te quería ver. Porque te quería, por eso vine.	# Juan Rulfo
645A	Y en cuánto a este joven Pescador, que por causa del amor olvidó a su Dios, y yace así, fulminado por el juicio de Dios, tomen su cuerpo y el cuerpo de su amante impía, y entiérrenlos al final del Campo de los Retamos, y no pongan encima marca ni señal alguna, para que nadie sepa el lugar donde descansan.	# Oscar Wilde
646H	¡Que Dios le otorgue a usted toda clase de felicidades!	# Fiodor Dostoievski
647A	El dinero que él me dio, no me lo dio por amor, sino por odio; no porque me quisiera, sino porque me despreciaba.	# Oscar Wilde
648LH	Y así estuvieron abrazados algunos instantes aquellos dos seres que la felicidad nunca hubiera hecho amigos.	# Pedro A de Alarcon
649A	De aquí también su odio al proceso viviente de la existencia.	# Fiodor Dostoievski
650F	Nada ha sucedido. pero tengo miedo.	# Guy de Maupassant
651F	¿Quién es? ¡Ya sé que no existe, que no es nadie! Sólo existe como imagen de mi angus­tia, de mi desasosiego, de mis temores.	# Guy de Maupassant
652FS	Me hallaba enfrente de un charco y enmedio del agua temblorosa por las gotas de lluvia vi que ahora mi reflejo tenía la mirada triste de un muerto.	# Juan Manuel Torres Moreno
653L	Las mujeres estropean las más bellas historias de amor queriendo que duren para siempre.	# Oscar Wilde
654H	La señorita Blanche manifestaba una dulce alegría y a veces bromeaba gentilmente con la abuela, hasta tal punto que ésta acabó por cumplimentarla.	# Fiodor Dostoievski
655H	Paso unos días tan felices como los que Dios reserva a sus elegidos, y sucédeme lo que me suceda, no podré decir que no he saboreado los placeres más puros de la vida.	# Goethe
656A	¡Sin embargo, no vamos a morirnos aquí de vejez!	# Guy de Maupassant
657F	Trato de defenderme, impedido por esa impotencia atroz que nos paraliza en los sueños.	# Guy de Maupassant
658A	Una ola de alegría envenenada me subía al corazón.	# Albert Camus
659A	No hay nada tan rápido como un sentimiento de antipatía.	# Alfred de Musset
660H	El deseo y la felicidad no pueden vivir juntos.	# Epicteto de Frigia
661F	En Oriente, donde se puede conocer el pánico, se ignora el miedo.	# Guy de Maupassant
662A	¡Yo! ¡Yo! No soy una mujer, yo, soy una puta; es lo más que merecen los prusianos.	# Guy de Maupassant
663F	Sin embargo, temo, y me obsesiono.	# Guy de Maupassant
664L	No son nube ni flor los que enamoran; eres tú, corazón, triste o dichoso.	# Rosario Castellanos
665S	Hacía tantos años que no alzaba la cara, que me olvidé del cielo.	# Juan Rulfo
666LS	Tienen que haberse amado muy poco para poder seguir siendo amigos cuando ya no se aman.	# Antoine de Rivarol
667H	Porque vivir es jugar, y yo quiero seguir jugando.	# Andrés Calamaro
668S	Sentía una especie de ternura rencorosa.	# Julio Cortazar
669F	Cuando lo solté se desplomó sin vida. La cruz de plata tenía un brillo opaco, siniestro.	# Juan Manuel Torres Moreno
670H	No existe nada en el mundo tan irresistiblemente contagioso como la risa y el buen humor.	# Charles Dickens
671H	Más se alegra el pastor cuando encuentra la oveja descarriada, que ante todo su rebaño congregado.	# Isabel Allende
672L	Windermere y yo nos casamos por amor.	# Oscar Wilde
673A	Yo la miraba con odio. Ella se levantó y de pronto se inclinó hacia mí.	# Fiodor Dostoievski
674S	¿Cree usted que todos los hombres son malos? -Absolutamente todos, sin excepción. Y que nunca mejoran. Se vuelven viejos; pero mejores jamás.	# Oscar Wilde
675A	Todo el miedo del mundo, la violencia que proviene del miedo, el odio que proviene de la violencia, la soledad que proviene del odio.	# William Nicholson
676A	Me preguntó si los derechos serían elevados. Yo no lo sabía. Entonces montó en cólera: «¡Dar dinero por esa carroña! ¡Ah, que reviente!» Y se puso a insultarlo.	# Albert Camus
677A	El amor, madre, a la patria no es el amor ridículo a la tierra, ni a la yerba que pisan nuestras plantas; Es el odio invencible a quien la oprime, es el rencor eterno a quien la ataca.	# José Martí
678L	La miel de las heridas embalsama el amor.	# Margueritte Yourcenar
679L	Amar a una criatura es tener necesidad de que esa criatura viva.	# Henri Barbusse
680SH	¡Qué gente tan extraña! Cuando están contentos, van donde un vendedor de pájaros, compran un centenar de ellos y los dejan libres, para aumentar su alegría; y cuando están tristes, se azotan con espinos, para que su tristeza sea mayor.	# Oscar Wilde
681S	La tristeza es la cuna de inspiración de todo escritor.	# Agatha Christie
682A	El desprecio debe ser el más misterioso de nuestros sentimientos.	# Antoine de Rivarol
683AS	—Está claro que usted no sólo no me ama, sino que me odia por desesperarla así.	# Alexandre Dumas
684HS	Por primera vez en aquellos dos años fatales no experimentaba el menor odio hacia ella ni la menor emoción.	# Fiodor Dostoievski
685F	El niño y la perra se detuvieron con los ojos desorbitados.	# Isabel Allende
686S	Padre e hijo no se amaban, ni poco ni mucho: simplemente se veían todos los días.	# José Saramago
687A	Sabida es de sobra la inhumana crueldad con que los blancos han tratado siempre y dondequiera a las razas de color.	# Sabino Arana
688F	Guarda tus miedos para ti mismo, pero comparte tu valentía con los demás.	# Robert Louis Stevenson
689F	Entre los dos te arrastramos a la sombra del portal, ya bien tirante, acalambrado como mueren los que mueren muertos de miedo.	# Juan Rulfo
690A	Escuche: ayer estaba desagradable; el señor Lindey es un poco tirano con sus amistades... y a veces hemos estado enojados semanas enteras.	# Alexandre Dumas
691F	Temen morir y no temen vivir.	# Paul Valéry
692F	Despertando con angustia, encendí la luz, y me quedé sentado en la cama sin atreverme a cerrar los ojos.	# Guy de Maupassant
693S	Ríete de mí si te place. Sufro sin remedio.	# Guy de Maupassant
694FS	Heme aquí, ya al final, y todavía no sé qué cara le daré a la muerte.	# Rosario Castellanos
695LA	Muchas veces me dijiste: "Lo quiero por ti; pero lo odio por todo lo demás, hasta por haber nacido en él.	# Juan Rulfo
696F	La crueldad tiene corazón humano y la envidia humano rostro; el terror reviste divina forma humana y el secreto lleva ropas humanas.	# William Blake
697F	Él anduvo solo, únicamente maniatado por el miedo.	# Juan Rulfo
698FS	Comprendí que no podía curarme y que al final llegaría la muerte lenta y dolorosa. Decidí vivir intensamente hasta la hora fatal.	# Agatha Christie
699H	Para el hombre dichoso todos los países son su patria.	# Erasmo de Rotterdam
700SF	Cuídate el corazón... te estás pudriendo vivo.	# Gabriel García Márquez
701F	Las religiones son fundadas en el miedo de muchos y en la vivacidad de pocos.	# Stendhal
702L	Uno está enamorado cuando se da cuenta de que otra persona es única.	# Jorge Luis Borges
703AL	Sólo reaccionaba cuando Riad Halabí intentaba hacerle una caricia, entonces se replegaba acechándolo con un odio seguro.	# Isabel Allende
704A	En el odio al español como invasor, andamos muy cortos los Bizkainos patriotas de hoy, comparados con aquellos de otros siglos que en su idioma llamaban extranjeros a los españoles y los recibían a flechazos y a tiros.	# Sabino Arana
705H	Se quitó la gorra, hizo una profunda reverencia ante la mujer, y bajó corriendo de regreso al pueblo, ebrio de alegría.	# Oscar Wilde
706L	¡De la naturaleza de las cosas! ¡De que los dos nos queremos! ¡De que los dos nos necesitamos! ¡De que no hay otro arreglo para que un hombre como yo y una mujer como usted vivan juntos!	# Pedro A de Alarcon
707AL	Del amor al odio, solo hay mas amor.	# Mario Benedetti
708S	Nuestra vida real es a menudo la que no vivimos.	# Oscar Wilde
709L	Un hombre no aprende a comprender nada a no ser que lo ame.	# Goethe
710A	La naturaleza aborrece a un tonto.	# Henry Louis Mencken
